"","...1","Match_D","Match_G","Match_H","Document group","Document name","Code","Beginning","End","Weight score","Segment","Author","Creation date","Area","Coverage %","clean_text"
"197",197,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-2","Leader.hypocrisy",113,117,0,"Interviewee:	Didn’t hear about it either.  DUIs it seemed like the higher up the chain of command you were, the less severe the punishment was.
Interviewee:	There was a first class at QA. Two first classes at QA that got popped and didn’t go to mast.  But like our junior guys they get popped, and they go to mass and lose rank.  Umm, which is funny ‘cause the ones that got DUI’ed are the ones telling them “hey don’t go out and get DUIs” on Friday nights and they go out and get a DUI.  Now, how does that look?
Interviewee:	 [chuckles] especially in quality assurance.  They’re not supposed to be the cream of the crop is supposed to work in QA","Kelly",2000-11-06 16:32:00,691,1.196703,"Didn’t hear about it either. DUIs it seemed the higher up the chain of command you were the less severe the punishment was. There was a first class at QA. Two first classes at QA that got popped and didn’t go to mast. But our junior guys they get popped and they go to mass and lose rank. U which is funny ‘cause the ones that got DUI’ed are the ones telling them “hey don’t go out and get DUIs” on Friday nights and they go out and get a DUI. Now how does that look? especially in quality assurance. They’re not supposed to be the cream of the crop is supposed to work in QA"
"198",198,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-2","Unethical.leader.behavior",128,135,0,"
Interviewee:	I knew about a lot of it over there.  
	 
Interviewee:	Ummm. Like how we see it from the outside lookin’ at it?
Interviewee:	I mean, I hate it.  It makes me think that some of these guys are acting their shoe size and not their age.  First thing I immediately do when I have females who work here, I’m like “hey man, what’s up?”  I treat them like one of the guys.  It makes things go so much easier.  It’s one thing that I never did.  I wont stand for it either.  Is uh, we are here to do a job not to bring them out to dinner.  Besides, my old lady would kill me.  Even the ones who are committing fraternization with other, like, other higher-ranking people.  They respect me completely, which is great.  There was one case that we didn’t know about it.  
Interviewee:	She was an E-3.  She got busted, but the whole time it was going on we didn’t know about it.  And um, no wonder she had an attitude about her, pain in the ass.  She thought she could get away with anything; well she was sleeping with the senior chief, so obviously she could!  [Laughs]","victoriaperez",2000-11-03 22:10:00,1340,2.320668,"I knew about a lot of it over there. U. how we see it from the outside lookin’ at it? I mean I hate it. It makes me think that some of these guys are acting their shoe size and not their age. First thing I immediately do when I have females who work here I’m “hey man what’s up?” I treat them one of the guys. It makes things go so much easier. It’s one thing that I never did. I wont stand for it either. Is we are here to do a job not to bring them out to dinner. Besides my old lady would kill me. Even the ones who are committing fraternization with other other higher ranking people. They respect me completely which is great. There was one case that we didn’t know about it. She was an E 3. She got busted but the whole time it was going on we didn’t know about it. And no wonder she had an attitude about her pain in the ass. She thought she could get away with anything; well she was sleeping with the senior chief so obviously she could! "
"199",199,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-2","Leader.hypocrisy",201,203,0,"Interviewee:	It’s like the people who are telling me not to do shit are doing it themselves.  
Interviewee:	Fraternization, there we go.  Drinking and driving.  Umm knowing that you can’t safely do something without being pushed to do it when it comes to maintenance and stuff like that.  I’ve heard that it’s part of their curriculum of working behind a desk is the control and push push push as hard as you can.  And act like you don’t care how it gets done as long as it gets done, as long as it gets done.  You can’t do that with aircraft.","Kelly",2000-11-06 16:32:00,590,1.021787,"It’s the people who are telling me not to do shit are doing it themselves. Fraternization there we go. Drinking and driving. Uknowing that you can’t safely do something without being pushed to do it when it comes to maintenance and stuff that. I’ve heard that it’s part of their curriculof working behind a desk is the control and push push push as hard as you can. And act you don’t care how it gets done as long as it gets done as long as it gets done. You can’t do that with aircraft."
"200",200,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-2","Favoritism",369,372,0,"
Interviewee:	‘Cause some of it you see, it’s cliquey.   
Interviewee:	Good ole boys and stuff like that.  The outsider might get screwed a little bit for something that somebody else did, they, you know… you got two people, right.  Got one that doesn’t hang out with anybody or anything like that and the other one who is kissing everybody’s ass constantly.  Ok.  This guy is late and this guy is late and the same amount of times.  This guy says hey, stop that shit.  This other guy gets some extra military instruction or something to that effect.  You see that everywhere.","victoriaperez",2000-11-04 14:32:00,692,1.198434,"‘Cause some of it you see it’s cliquey. Good ole boys and stuff that. The outsider might get screwed a little bit for something that somebody else did they you know… you got two people right. Got one that doesn’t hang out with anybody or anything that and the other one who is kissing everybody’s ass constantly. Ok. This guy is late and this guy is late and the same amount of times. This guy says hey stop that shit. This other guy gets some extra military instruction or something to that effect. You see that everywhere."
"201",201,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-2","Leader.encourages.unethical.behavior",419,422,0,"
Interviewee:	The pushing to get things done.  They will encourage people to not follow instructions.
Interviewee: 	They basically don’t care how it’s done, just get it done.","victoriaperez",2000-11-04 15:10:00,345,0.597485,"The pushing to get things done. They will encourage people to not follow instructions. They basically don’t care how it’s done get it done."
"202",202,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-2","Unethical.leader.behavior",440,444,0,"Interviewee: 	These guys are assholes, but I just keep my mouth shut about it.  Just stuff it in.  You know.  Yeah, it’s like. Yeah, I guess this is what you are looking for.  So the desk is a bunch of chiefs and they are working the shit out of me and my guys…
Interviewee:	I go up there and say “hey, so and so worked 12 hours”.  We would call the CO and we know for a fact that they fucking did.  But then again I can’t be like, well why don’t you call him right in front of me.  I can’t say that kind of shit.  Oh he is like one of those fucking assholes.  I think that’s what you’re looking for.  He’s pushing back.  So we’re going to fuck with him some more. 
Interviewee:	That did happen quite a bit there.  Uh.  For a time, it cleared up once they started to get some more experience down there.  But it cleared up.  It did happen quite a bit because I did not have three shifts worth of people.  It takes five people to load a missile on an aircraft.  They fucking having [Maintenance use two people (??)- 53:42].  Completely fucking unsafe.","victoriaperez",2000-11-04 15:17:00,1109,1.920612,"These guys are assholes but I keep my mouth shut about it. stuff it in. You know. Yeah it’s . Yeah I guess this is what you are looking for. So the desk is a bunch of chiefs and they are working the shit out of me and my guys… I go up there and say “hey so and so worked 12 hours”. We would call the CO and we know for a fact that they fucking did. But then again I can’t be well why don’t you call him right in front of me. I can’t say that kind of shit. he is one of those fucking assholes. I think that’s what you’re looking for. He’s pushing back. So we’re going to fuck with him some more. That did happen quite a bit there. . For a time it cleared up once they started to get some more experience down there. But it cleared up. It did happen quite a bit because I did not have three shifts worth of people. It takes five people to load a missile on an aircraft. They fucking having . Completely fucking unsafe."
"203",203,FALSE,FALSE,FALSE,"Norfolk","NORFOLK-R1-2","Leader.hypocrisy",447,450,0,"
Interviewee:	The people I would report are the ones fucking telling them to do it.  
Interviewee:	When we got a gunner, yeah.  Finally I was like “Gunner, this is some fucked up shit”.  Then Gunner went and squashed all of that crap.  “Hey!  Get the pregnant girls out of the flight line fucking (indecipherable 54:02) ordinance”. Because that was the dumping ground for broken people and pregnant people.  But those people took up spots of people who weren’t broken [indecipherable 54:11] fill.  So it was like they gave me 30-something aircraft with a bunch of broken and pregnant people.  Awesome.  [Laughs]","Kelly",2000-11-06 16:32:00,692,1.198434,"The people I would report are the ones fucking telling them to do it. When we got a gunner yeah. Finally I was “Gunner this is some fucked up shit”. Then Gunner went and squashed all of that crap. “Hey! Get the pregnant girls out of the flight line fucking ordinance”. Because that was the dumping ground for broken people and pregnant people. But those people took up spots of people who weren’t broken fill. So it was they gave me 30 something aircraft with a bunch of broken and pregnant people. Awesome. "
"204",204,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-5","Unethical.leader.behavior",35,43,0,"Interviewee:	 Sometimes it’s just how people are not as fair sometimes, and just more and more relaxed.Interviewee: 	Cause I mean, I’m speaking to what I’ve seen at my previous command.Interviewee: 	There was a lot of “Good Old Boys” club, where you were either in the group or not in the group. And if you weren’t in the group, your time was not as… good, over there.Interviewee: 	If they liked you or not, and that was about it. Interviewee:	 That was just- that was just how it was, because like I said, there were people there for like fifteen, twenty years so if you weren’t part of that group that had been there for so long, um, you were kind of an outcast for a while and once they started rolling out, it went to becoming a normal chain of command, and it became a lot more smooth after they left.","Ben",2000-11-01 22:05:00,1147,2.295469,"Sometimes it’s how people are not as fair sometimes and more and more relaxed. Cause I mean I’m speaking to what I’ve seen at my previous command. There was a lot of “Good Old Boys” club where you were either in the group or not in the group. And if you weren’t in the group your time was not as… good over there. If they you or not and that was about it. That was that was how it was because I said there were people there for fifteen twenty years so if you weren’t part of that group that had been there for so long you were kind of an outcast for a while and once they started rolling out it went to becoming a normal chain of command and it became a lot more smooth after they left."
"205",205,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-5","Favoritism",39,41,0,"Interviewee: 	There was a lot of “Good Old Boys” club, where you were either in the group or not in the group. And if you weren’t in the group, your time was not as… good, over there.Interviewee: 	If they liked you or not, and that was about it.","Ben",2000-11-01 22:05:00,306,0.612392,"There was a lot of “Good Old Boys” club where you were either in the group or not in the group. And if you weren’t in the group your time was not as… good over there. If they you or not and that was about it."
"206",206,FALSE,FALSE,FALSE,"Norfolk","NORFOLK-R1-5","Unethical.leader.behavior",347,357,0,"nterviewee:	Well, we had a few years ago when someone in command was, ah, writing fake orders for themselves.Interviewee:	And getting extra money, like, or saying they’re going on debt when they weren’t, collecting tax free when they weren’t in a tax free zone, they were at home-Interviewee:	-And they were just collecting thousands of dollars. She ended up being caught and punished for all of that and kicked out of the Navy.Interviewee:	I mean, I didn’t really have any response, I was just in the command and it was way above.Interviewee:	As far as I know she wasn’t in the command anymore, she ended up going to the court martial.Interviewee:	I think it was dropped maybe three ranks and then kicked out of the Navy.","Ben",2000-11-03 18:13:00,919,1.839177,"Well we had a few years ago when someone in command was ah writing fake orders for themselves. And getting extra money or saying they’re going on debt when they weren’t collecting tax free when they weren’t in a tax free zone they were at home And they were collecting thousands of dollars. She ended up being caught and punished for all of that and kicked out of the Navy. I mean I didn’t really have any response I was in the command and it was way above. As far as I know she wasn’t in the command anymore she ended up going to the court martial. I think it was dropped maybe three ranks and then kicked out of the Navy."
"207",207,FALSE,FALSE,FALSE,"Norfolk","NORFOLK-R1-6","Unethical.leader.behavior",142,148,0,"Interviewee:		That I personally consider.  I mean I think anything unprofessional.  In my case, being in the office environment, you know, it would be something as simple as, you know, playing music with foul language.  I mean I think, you know, I think that's just unprofessional.  You don't know everybody's music preference in the office.  So if you can't, whether you have one (inaudible) another out to where it's just kind of your little workspace, then I think that's unprofessional and unethical.  I think, you know, if you're doing anything whether it's, you know, you being married in the workplace, but, you know, they see you flirting with one of the sailors or they see you making a pass at one of the sailors, then I think you as a leader are putting yourself out there to be unprofessional. 
Interviewee:		I think it happens, yeah. 
Interviewee:		I mean I don't think there's any really stories that tell, I think it's more so one of those things where you don't want to pass judgement, you know, you can only assume and you can only (inaudible) and I think that's going back to the conversation of, you know, should you have a conversation with that person, you know.  If I think they're doing it, should I assume and want to have a conversation and I think those are one of those – 
Interviewee:		I would.  I think those are, again, one of those tough conversations that it's not what you say, it's how you say it, because at the end of the day I think when you're in an organization and expected to lead at one level and one individual is not leading at that level, that affects everybody at that level, across the board, you know.  When we're on social media and they post about one chief, that's about all of us, you know, that's kind of the integrity of all of us.  That's sailors losing the trust and not just at one individual but chiefs period.  And I think that's what's so important about leadership.  So if we don't have those tough conversations with those individuals and they are the individuals that are making the front page news or whatever, we're all being affected, you know.  We're all making our job that much harder, we all making sailor x, you know, not wanting to confide in us because of whatever the case may be or whatever they have heard or whatever they have read. So I think, yes, I would have a conversation.","flee",2000-11-02 11:28:00,2479,5.529162,"That I personally consider. I mean I think anything unprofessional. In my case being in the office environment you know it would be something as simple as you know playing music with foul language. I mean I think you know I think that is unprofessional. You do not know everybody's music preference in the office. So if you can not whether you have one and I think that is going back to the conversation of you know should you have a conversation with that person you know. If I think they are doing it should I ass and want to have a conversation and I think those are one of those I would. I think those are again one of those tough conversations that it is not what you say it is how you say it because at the end of the day I think when you are in an organization and expected to lead at one level and one individual is not leading at that level that affects everybody at that level across the board you know. When we are on social media and they post about one chief that is about all of us you know that is kind of the integrity of all of us. that is sailors losing the trust and not at one individual but chiefs period. And I think that is what is so important about leadership. So if we do not have those tough conversations with those individuals and they are the individuals that are making the front page news or whatever we are all being affected you know. we are all making our job that much harder we all making sailor x you know not wanting to confide in us because of whatever the case may be or whatever they have heard or whatever they have read. So I think yes I would have a conversation."
"208",208,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-7","Favoritism",85,85,0,"Interviewee: 	Now, I’m pretty impartial in that aspect where hey, I might get along better with him but when it comes to me writing evals he’s not going to get more favor on it. I might put more effort into it if I know he’s swamped with work and can’t give me all the inputs, versus this guy that’s constantly, that I might not get along with. If I’m swamped for time I’m probably gonna choose the guy I get along better with.","joopark",2000-11-14 15:16:00,427,0.82882,"Now I’m pretty impartial in that aspect where hey I might get along better with him but when it comes to me writing evals he’s not going to get more favor on it. I might put more effort into it if I know he’s swamped with work and can’t give me all the inputs versus this guy that’s constantly that I might not get along with. If I’m swamped for time I’m probably gonna choose the guy I get along better with."
"209",209,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R1-7","Favoritism",87,101,0,"Interviewee: 	Now there’s other people who will just outright, you know, make magic happen for this person. And they might be in the same qualt, same work ethic as this person, but they don’t get along. They’re probably not putting in the effort for it. Interviewee:	[Pause] Mm… trying to think of a civilian equivalent. Uh… do you guys have quarterly reviews or uh… like yearly reviews of the people at work? Interviewee: 	That’s our evals. Interviewee: 	So, whenever you have to submit, hey, this is what I’ve done this year or anything else like that, I might know this guy over here did all the stuff and he might be so swamped with stuff that he can’t get it all to me. So I might get the informa- some of the information I need for him. Versus this guy, who say I really don’t get along with… I might not be so driven to get the extra things that are missing- Interviewee: 	So, that’s one example you typically see, or the favoritism in the shop kind of aspect. Interviewee: 	Uh… say I get along great with this guy, I might drag him along on jobs that I’m doing so I can train him up for everything else. This guy over here, I really can’t stand him, I’m you know, not as likely to want to train him and I might just task him with other little uh… well I’d hate to say it in this way, but bitch jobs. Like hey, go clean the aircraft, go do this, versus this guy, I’m gonna be like, hey, I’m gonna go do this, come with me. Interviewee: 	Uh, or just the aspect of the usual social norms of, you can tell who’s introverted and you can tell who’s socially awkward, or the outcast of a crowd. Interviewee: 	And that person typically ends up being the same way they are in society, they’re… you have the shop or your unit but they don’t really fit in, which tends to be ostracizing. Not in this command have I seen a big problem with that. My last command, the other hand [pause]. Yeah [laughs]","joopark",2000-11-14 15:22:00,2121,4.116928,"Now there’s other people who will outright you know make magic happen for this person. And they might be in the same qualt same work ethic as this person but they don’t get along. They’re probably not putting in the effort for it. … trying to think of a civilian equivalent. … do you guys have quarterly reviews or … yearly reviews of the people at work? That’s our evals. So whenever you have to submit hey this is what I’ve done this year or anything else that I might know this guy over here did all the stuff and he might be so swamped with stuff that he can’t get it all to me. So I might get the informa some of the information I need for him. Versus this guy who say I really don’t get along with… I might not be so driven to get the extra things that are missing So that’s one example you typically see or the favoritism in the shop kind of aspect. … say I get along great with this guy I might drag him along on jobs that I’m doing so I can train him up for everything else. This guy over here I really can’t stand him I’m you know not as likely to want to train him and I might task him with other little … well I’d hate to say it in this way but bitch jobs. hey go clean the aircraft go do this versus this guy I’m gonna be hey I’m gonna go do this come with me. or the aspect of the usual social norms of you can tell who’s introverted and you can tell who’s socially awkward or the outcast of a crowd. And that person typically ends up being the same way they are in society they’re… you have the shop or your unit but they don’t really fit in which tends to be ostracizing. Not in this command have I seen a big problem with that. My last command the other hand . Yeah "
"210",210,FALSE,FALSE,FALSE,"Norfolk","NORFOLK-R1-7","Favoritism",159,169,0,"Interviewee: 	Mhm hm. That also tends to fall in with the fraternization-Interviewee: 	-but on the lower level fraternization, favoritism. ‘Cause there’s not a really a clean cut line-Interviewee: 	-between the two of them. Because if you’re favoring one person over the other. And say, [undecipherable 20:24, maybe “qual wise”?] and everything else they’re the same, it’s fraternization. You’ve already, you know, you’re favoring this one person over the other. That’s already un- you know, it’s detrimental to him or her if you’re choosing this person just ‘cause you like them more. Instead of equally across the board going, hey, these quals, these quals, what sets them different on paper. Interviewee: 	But uh, stuff like that is usually seen more at the shop level. Um, or at least lower levels where-Interviewee: 	it- you go to the CO pretty rarely if you violated his policy. Unless you have a great outstanding conduct and everything else-Interviewee: 	At the command, if he said don’t do this, you did this, it’s gonna be right what he already said’s gonna happen if you do that.","joopark",2000-11-14 15:55:00,1211,2.350589,"M. That also tends to fall in with the fraternization but on the lower level fraternization favoritism. ‘Cause there’s not a really a clean cut line between the two of them. Because if you’re favoring one person over the other. And say and everything else they’re the same it’s fraternization. You’ve already you know you’re favoring this one person over the other. That’s already un you know it’s detrimental to him or her if you’re choosing this person ‘cause you them more. Instead of equally across the board going hey these quals these quals what sets them different on paper. But stuff that is usually seen more at the shop level. or at least lower levels where it you go to the CO pretty rarely if you violated his policy. Unless you have a great outstanding conduct and everything else At the command if he said don’t do this you did this it’s gonna be right what he already said’s gonna happen if you do that."
"211",211,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Unethical.leader.behavior",137,137,0,"Interviewee: 	I guess. Um. That’s just one of those things that you can’t overemphasize. Um. Underemphasize? I, depending on who the leader is… I mean, again I would think that it’s… you don’t want to burn your guys out but at the same time I think it might be… they allow some people to take advantage of things.","sujunjie",2000-11-08 10:01:00,313,0.876113,"I guess. . That’s one of those things that you can’t overemphasize. . Underemphasize? I depending on who the leader is… I mean again I would think that it’s… you don’t want to burn your guys out but at the same time I think it might be… they allow some people to take advantage of things."
"212",212,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Unethical.leader.behavior",147,147,0,"Interviewee: 	Um. Our big thing with our squadron is we go overseas. There are, or there is a good amount of money to be made over there. And there are certain shops that will allow you to get over there a lot faster without qualifications. And when you are in certain shops, you refuse to do anything or get those qualifications, they will send you to these shops thinking that, you know, we’re just dumping you off, let them deal with you. But on in average it takes you about a year and a half to go overseas. You go over there, you’ll be over there within three to six months. I think that’s being rewarded. You don’t have to have any qualifications, you get to go over there, make that money, and. So. And that happens quite a bit.","sujunjie",2000-11-08 10:03:00,736,2.060124,". Our big thing with our squadron is we go overseas. There are or there is a good amount of money to be made over there. And there are certain shops that will allow you to get over there a lot faster without qualifications. And when you are in certain shops you refuse to do anything or get those qualifications they will send you to these shops thinking that you know we’re dumping you off let them deal with you. But on in average it takes you about a year and a half to go overseas. You go over there you’ll be over there within three to six months. I think that’s being rewarded. You don’t have to have any qualifications you get to go over there make that money and. So. And that happens quite a bit."
"213",213,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Unethical.leader.behavior",159,159,0,"Interviewee: 	It’s just that. It’s um… again you do have some leaders that I don’t want to say they set you up to fail, but they can care less if you fail. Which I mean is sad because it’s a reflection on their leadership. Some of them just don’t care. And it’s again it’s one of those things where something goes south, they’ll throw you under the bus to save their own rear. And it happens quite a bit.","sujunjie",2000-11-08 10:04:00,404,1.130829,"It’s that. It’s … again you do have some leaders that I don’t want to say they set you up to fail but they can care less if you fail. Which I mean is sad because it’s a reflection on their leadership. Some of them don’t care. And it’s again it’s one of those things where something goes south they’ll throw you under the bus to save their own rear. And it happens quite a bit."
"214",214,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Leader.encourages.unethical.behavior",163,163,0,"Interviewee: 	Making sure that we are staying up to date on our qualifications. Um, anything, what dates we’ll be cover a required reading. If um, a new policy or anything has been changed that we are up to date on that. Um, it’s kind of, the… you get the punishments but something of that nature, you may get a DRB board. Um might have to set extra watches or um EMI which is extra military instruction. You know, you might have to stay an extra two three hours a day to-to do something but again that’s what they’ll do. But then they’ll turn around like I said, they’ll tell you to do something that was unethical and if it comes back, backfires, it lands on you, and then that’s when you get punished for it. Now, not all, all the, the, you know, leaders we have are like that, but it’s there are a few that will do that.","sujunjie",2000-11-08 10:05:00,824,2.306443,"Making sure that we are staying up to date on our qualifications. anything what dates we’ll be cover a required reading. If a new policy or anything has been changed that we are up to date on that. it’s kind of the… you get the punishments but something of that nature you may get a DRB board. might have to set extra watches or EMI which is extra military instruction. You know you might have to stay an extra two three hours a day to to do something but again that’s what they’ll do. But then they’ll turn around I said they’ll tell you to do something that was unethical and if it comes back backfires it lands on you and then that’s when you get punished for it. Now not all all the the you know leaders we have are that but it’s there are a few that will do that."
"215",215,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Leader.encourages.unethical.behavior",165,165,0,"Interviewee: 	Um. An unethical leader is the type of person that again would tell you to do something when you know it’s wrong. They just tell you to do it anyway because they know it’s not going to land on them. And uh… a good trait for uh an ethical leader is like I said, just someone that is willing to get in- roll their sleeves up and get in there with you. And then will go to bat for you when you know, they know that you’re right and they know these type of, you know, people, what they’ll do. So.","sujunjie",2000-11-08 10:04:00,506,1.416335,". An unethical leader is the type of person that again would tell you to do something when you know it’s wrong. They tell you to do it anyway because they know it’s not going to land on them. And … a good trait for an ethical leader is I said someone that is willing to get in roll their sleeves up and get in there with you. And then will go to bat for you when you know they know that you’re right and they know these type of you know people what they’ll do. So."
"216",216,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Leader.hypocrisy",167,167,0,"Interviewee: 	A lot of the jokes. Like I said you know, it’- it happens but it, they just tell you, you know, don’t say that, or watch yourself. Things of that nature. But they do tend to let a lot of that stuff slide.","kbeavan",2000-01-13 19:50:00,218,0.6102,"A lot of the jokes. I said you know it’ it happens but it they tell you you know don’t say that or watch yourself. Things of that nature. But they do tend to let a lot of that stuff slide."
"217",217,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Unethical.leader.behavior",185,185,0,"Interviewee: 	Um. Actually my LPO. There was an incident and he was told to do, he was told to tell other people to do something and he refused because again it was a safety issue and it’s not something he would do himself. And the supervisor telling him to do it would have never even remotely thought of doing what he was asking. And he refused to. The situation as resolved, but it was still, it fell on him for standing up for you know, his guys. He had to go to DRB and it was turned into a big mess. And it- itshould have never happened. It’s just one of those issues where you get somebody with a little bit of you know, power. They, they power trip, that’s what it is.","sujunjie",2000-11-08 10:06:00,676,1.892179,". Actually my LPO. There was an incident and he was told to do he was told to tell other people to do something and he refused because again it was a safety issue and it’s not something he would do himself. And the supervisor telling him to do it would have never even remotely thought of doing what he was asking. And he refused to. The situation as resolved but it was still it fell on him for standing up for you know his guys. He had to go to DRB and it was turned into a big mess. And it itshould have never happened. It’s one of those issues where you get somebody with a little bit of you know power. They they power trip that’s what it is."
"218",218,FALSE,FALSE,FALSE,"Norfolk","NORFOLK-R2-1","Unethical.leader.behavior",210,211,0,"Interviewee: 	Mm. [Pause] Someone that’s willing to backstab you or step on you. To get, I guess make themselves look good. Um. I’ve seen leaders just flat out blatantly lie about things and it’s you know, they’re higher up so their word will be taken. Um. I mean just things along those, those lines. I mean.","sujunjie",2000-11-08 10:09:00,398,1.114035,". Someone that’s willing to backstab you or step on you. To get I guess make themselves look good. . I’ve seen leaders flat out blatantly lie about things and it’s you know they’re higher up so their word will be taken. . I mean things along those those lines. I mean."
"219",219,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R2-3","Unethical.leader.behavior",195,200,0,"Interviewee:	There was one leader a while ago that voiced a lot that he disliked a certain way that our community was going. By the community, I mean the MH-60 Sierra helicopters and pretty much the squadrons that fly that helicopter. This was years ago.

	We were planning for the future, and we were gonna go a certain route, which is called tactics, flying a lot of tactics events, and he wasn’t a big advocate of that, so he voiced out a lot, and it was obvious, and it trickled down that he hated tactics. As you actually know, when it’s like, “Hey, I hate tactics, and we never get support for it,” that’s not the kinda stuff that you want trickling down to the whole command.

Interviewee:	Oh yeah, all the way down, yeah. In any organization for that matter, if your leadership, your top leadership, is advocating that they’re against something, then everybody else is gonna feel the same way.

You can’t expect change if the leader’s not even for it. It’s kinda hard for your Chiefs or LPLs or anybody to tell your sailors, “Hey, we’re doing this for the better because five years from now,” and they’re like, “Well, the CO says he hates tactics.” It’s kinda hard to get people to follow a path if your leader against it.","Norton Ohana",2000-11-10 10:56:00,1382,1.799011,"There was one leader a while ago that voiced a lot that he dis a certain way that our community was going. By the community I mean the MH 60 Sierra helicopters and pretty much the squadrons that fly that helicopter. This was years ago. We were planning for the future and we were gonna go a certain route which is called tactics flying a lot of tactics events and he wasn’t a big advocate of that so he voiced out a lot and it was obvious and it trickled down that he hated tactics. As you actually know when it’s “Hey I hate tactics and we never get support for it ” that’s not the kinda stuff that you want trickling down to the whole command. yeah all the way down yeah. In any organization for that matter if your leadership your top leadership is advocating that they’re against something then everybody else is gonna feel the same way. You can’t expect change if the leader’s not even for it. It’s kinda hard for your Chiefs or LPLs or anybody to tell your sailors “Hey we’re doing this for the better because five years from now ” and they’re “Well the CO says he hates tactics.” It’s kinda hard to get people to follow a path if your leader against it."
"220",220,FALSE,FALSE,FALSE,"Norfolk","NORFOLK-R2-3","Leader.hypocrisy",229,239,0,"Interviewee:	Yeah. Some leaders that I’ve experienced. Let’s see.
Interviewee:	No, no, no, I’m just trying to think of a way of putting it so it makes sense, –

Interviewee:	– that they – there’s some leaders out there that’ll say, “Hey, you need to do X, Y, and Z.” They’re trying to enforce stuff verbally, but they themselves are not a role model, if that makes sense. If they’re saying, “Hey, why aren’t your boots shining? I’m gonna write you a counseling chit,” which is a formal way of documenting stuff, but then you look at their boots, and they’re not shined, or, “Hey, why don’t you have a hair cut,” and then you look at their hair cut, and you’re wondering, “Well, your hair cut’s not out of regs either. Why are you yelling at me? Maybe you should fix yourself first,” so that’s happened.

Interviewee:	Yeah. You can’t be yelling at somebody if you’re not being the role model yourself first.

Interviewee:	Not as much as before that I experienced like when I first came in. It’s still out there, you still see it. You still see every now and then people that would say, “Hey, you’re pretty close to the physical readiness standards,” but then again, say you’re looking at the person [inaudible] [00:42:07], “I’m pretty sure you’re out of standards, probably.”

Stuff like that, or, “Hey, you need to get your education because it’s really good for your career,” and then, “Okay, cool. Well, can you help me enrolling in college,” and they’re like, “Oh, I don’t know, I’ve never taken college,” and stuff like that. That happens.","kbeavan",2000-01-13 19:50:00,1916,2.494142,"Yeah. Some leaders that I’ve experienced. Let’s see. No no no I’m trying to think of a way of putting it so it makes sense that they there’s some leaders out there that’ll say “Hey you need to do X Y and Z.” They’re trying to enforce stuff verbally but they themselves are not a role model if that makes sense. If they’re saying “Hey why aren’t your boots shining? I’m gonna write you a counseling chit ” which is a formal way of documenting stuff but then you look at their boots and they’re not shined or “Hey why don’t you have a hair cut ” and then you look at their hair cut and you’re wondering “Well your hair cut’s not out of regs either. Why are you yelling at me? Maybe you should fix yourself first ” so that’s happened. Yeah. You can’t be yelling at somebody if you’re not being the role model yourself first. Not as much as before that I experienced when I first came in. It’s still out there you still see it. You still see every now and then people that would say “Hey you’re pretty close to the physical readiness standards ” but then again say you’re looking at the person “I’m pretty sure you’re out of standards probably.” Stuff that or “Hey you need to get your education because it’s really good for your career ” and then “Okay cool. Well can you help me enrolling in college ” and they’re “ I don’t know I’ve never taken college ” and stuff that. That happens."
"221",221,TRUE,FALSE,FALSE,"Norfolk","NORFOLK-R3-2","Unethical.leader.behavior",349,353,0,"Interviewee: 	So that’s when you get a lot of people wanting to leave the Navy. Because Interviewee: 	Yes. Because you get that person. A joke, a joke we like to say at work is, you get that person who was bullied in school and now they came to the military, made a, made rank, and now.Interviewee: 	Yeah. They want to pay back everybody. [Laughs]","victoriaperez",2000-11-11 18:30:00,420,0.654246,"So that’s when you get a lot of people wanting to leave the Navy. Because Yes. Because you get that person. A joke a joke we to say at work is you get that person who was bullied in school and now they came to the military made a made rank and now. Yeah. They want to pay back everybody. "
